,sku,Units,Lines,unitspercase
7102,SP04911115,15,15,12
7103,AB84679473_f,87,15,21
7104,AP04874453_f,17,15,21
7105,MP04856374_f,15,15,21
7106,MP04788882_f,15,15,21
7107,SB27918308,18,15,20
7108,YB27741520_f,42,15,21
7109,AB93293277_f,15,15,21
7110,SP04572744,19,15,8
7111,SB28886963,15,15,28
7112,AB92947100,41,15,10
7113,SP04805245,15,15,20
7114,MB86640280,38,15,24
7115,MP04864960,23,15,2
7116,SP04754739,15,15,4
7117,AB66296971,15,15,21
7118,KP04772324_f,15,15,21
7119,SP04600956,15,15,15
7120,SP04899780,19,15,16
7121,AB88717823,19,15,17
7122,KP04866573,15,15,16
7123,SP04813520,15,15,15
7124,AB70773752,23,15,21
7125,YP04917612,15,15,4
7126,MB73485746,60,15,40
7127,SB27235162,19,15,24
7128,AB92806322_f,40,15,21
7129,SP04785905_f,15,15,21
7130,SP04903836_f,15,15,21
7131,SB22641683,24,15,21
7132,SP04809776,19,15,30
7133,AB73515959_f,27,15,21
7134,YP04543634,19,15,21
7135,SP04911115_f,15,15,21
7136,AB91096175,49,15,24
7137,SP04809779,15,15,30
7138,AB71601085,21,15,4
7139,SP04877944_f,15,15,21
7140,SB22244585,15,15,19
7141,AB66296971_f,15,15,21
7142,AB71601768_f,15,15,21
7143,AB73112501,17,15,20
7144,SP04913523_f,19,15,21
7145,MB93684747_f,30,15,21
7146,MB68635048,23,15,24
7147,SB21237629,34,15,72
7148,AB93547046,16,15,12
7149,MB87014491_f,15,15,21
7150,AB92806490_f,19,15,21
7151,MB64749925_f,77,15,21
7152,MB16187409_f,15,15,21
7153,MP04503115,15,15,21
7154,MB77673350,22,15,24
7155,SB27944987_f,15,15,21
7156,AB73057365,15,15,6
7157,MP04710977_f,18,15,21
7158,SB21236918,30,15,72
7159,SP04597776,15,15,4
7160,YP04902569_f,15,15,21
7161,AB75898658,39,15,8
7162,MB89979466,60,15,42
7163,SB28229436_f,20,15,21
7164,SB27618336_f,15,15,21
7165,SP04913470_f,15,15,21
7166,SP04656892,16,15,24
7167,SB25133237_f,19,15,21
7168,MB87014543_f,30,15,21
7169,AB93780515_f,45,15,21
7170,SP04835080_f,15,15,21
7171,SP04733567,19,15,4
7172,SP04583352,15,15,10
7173,AB73515959,27,15,12
7174,SP04883978_f,35,15,21
7175,MB81566343,20,15,20
7176,SP04702133_f,15,15,21
7177,MB77673156,22,15,24
7178,SB21252222,38,15,108
7179,SP04875633,15,15,2
7180,SP04661372_f,15,15,21
7181,MB95044288,15,15,20
7182,LP04900418,23,15,6
7183,LP04862501,19,15,6
7184,MB70536041_f,51,15,21
7185,SB23716216,48,15,60
7186,SP04793032,15,15,10
7187,AB70773723_f,15,15,21
7188,YP04847667,19,15,30
7189,SP04671554,19,15,25
7190,KP04920205_f,19,15,21
7191,MP04710965_f,18,15,21
7192,MP04856376_f,23,15,21
7193,SP04875629,15,15,2
7194,SP04625585,38,15,72
7195,SP04625592_f,15,15,21
7196,AB80316633_f,36,15,21
7197,KB16340437,28,15,6
7198,AP04756388_f,15,15,21
7199,MB93690401_f,15,15,21
7200,MB25325841_f,16,15,21
7201,SB26952064,30,15,30
7202,SP04848945,15,15,2
7203,AB75316567_f,38,15,21
7204,MB68680970_f,26,15,21
7205,KP04780048_f,15,15,21
7206,MB81328824_f,115,15,21
7207,SB24215923_f,16,15,21
7208,SB27975396,18,15,18
7209,MB25324907_f,15,15,21
7210,LP04921187,15,15,8
7211,SB28194516_f,23,15,21
7212,SB21244887,15,15,72
7213,SP04541173_f,15,15,21
7214,YB27663239,30,15,36
7215,KB15398943_f,15,15,21
7216,MB81670132,43,15,144
7217,YB27249569,24,15,60
7218,SP04772163_f,15,15,21
7219,LB16336784,20,15,6
7220,MB62739319_f,66,15,21
7221,SB27610392_f,28,15,21
7222,SB28229533_f,53,15,21
7223,SB17964964,22,15,40
7224,SP04809774_f,15,15,21
7225,MP04549048_f,15,15,21
7226,SP04785815,15,15,12
7227,SP04668982_f,15,15,21
7228,LB17345790,52,15,12
7229,SP04707269_f,15,15,21
7230,MB60390569,19,15,34
7231,SP04915338_f,15,15,21
7232,YP04734544_f,19,15,21
7233,MB87014572_f,30,15,21
7234,MP04900694,19,15,4
7235,LB16770793,45,15,10
7236,AB93105446_f,168,15,21
7237,AB70773671_f,15,15,21
7238,AB71134921,21,15,21
7239,AP04688971_f,37,15,21
7240,AB93524959,29,15,12
7241,SB28206161_f,21,15,21
7242,MB68680967_f,23,15,21
7243,AB85990575_f,30,15,21
7244,SP04734470_f,15,15,21
7245,SP04855941_f,15,15,21
7246,KB15384821_f,28,15,21
7247,AB86742340,26,15,6
7248,MB93685209_f,38,15,21
7249,SP04849461_f,15,15,21
7250,MB84051978_f,19,15,21
7251,SB26731544,15,15,13
7252,SP04414981_f,15,15,21
7253,AB92806490,16,15,12
7254,LP04871367,15,15,4
7255,AB73113681,23,15,20
7256,MB78254723_f,19,15,21
7257,YB26255826,15,15,12
7258,MB78254260_f,48,15,21
7259,SP04772162_f,23,15,21
7260,SP04889333_f,26,14,21
7261,AB91672722,26,14,6
7262,AB71354963,27,14,21
7263,YP04729139_f,18,14,21
7264,SB27970252_f,14,14,21
7265,YP04802803_f,14,14,21
7266,YP04705257,18,14,5
7267,AB71354989,14,14,21
7268,SB17969396,27,14,96
7269,MB25794841_f,28,14,21
7270,SB21240632,28,14,102
7271,AB93580003_f,29,14,21
7272,AB87248801,81,14,20
7273,AB80293002,33,14,12
7274,KB15605348,31,14,6
7275,SP04632626,14,14,6
7276,LP04915411,14,14,4
7277,MB65057894,74,14,36
7278,MB88414854,14,14,24
7279,AB72657944,24,14,21
7280,MP04912001,14,14,4
7281,MB78317819,19,14,27
7282,SB21232352,31,14,90
7283,SP04857000,18,14,10
7284,SB22846983,28,14,72
7285,LB17403386,54,14,32
7286,AB72046555,14,14,6
7287,AB69165407_f,25,14,21
7288,SB27049594,27,14,100
7289,LP04880579_f,24,14,21
7290,SP04867380_f,34,14,21
7291,AB72733101_f,32,14,21
7292,LP04900407,14,14,6
7293,LP04862499,14,14,6
7294,LB17873518_f,58,14,21
7295,SP04889333,22,14,13
7296,SP04940974,14,14,4
7297,AB80325996_f,32,14,21
7298,SP04664530_f,18,14,21
7299,AB86741383,18,14,7
7300,LB16484940,20,14,21
7301,SP04856966_f,14,14,21
7302,SB21237108_f,14,14,21
7303,SB17963334_f,25,14,21
7304,MB22356884,25,14,21
7305,SP04892131_f,14,14,21
7306,YP04916619,14,14,8
7307,YB27702776,31,14,18
7308,YP04802779,14,14,4
7309,MB60390831,14,14,30
7310,SP04816402,14,14,12
7311,MB78260474,16,14,27
7312,SP04813519_f,14,14,21
7313,MP04773139,14,14,4
7314,MP04900695,18,14,4
7315,MB72111011_f,54,14,21
7316,KB16239645_f,40,14,21
7317,KB16239632_f,28,14,21
7318,SP04903501_f,14,14,21
7319,MP04885690_f,14,14,21
7320,LB17559052_f,70,14,21
7321,MB65831269_f,16,14,21
7322,AB91755940,102,14,72
7323,AB70773752_f,22,14,21
7324,LB16013780,20,14,4
7325,SP04935106_f,14,14,21
7326,MP04911982,14,14,4
7327,AP04929566,39,14,24
7328,SB22244336,16,14,29
7329,SP04913573,18,14,12
7330,AB65672486_f,26,14,21
7331,SB28013723,35,14,33
7332,MB81564293_f,22,14,21
7333,KB15422042_f,32,14,21
7334,SB27985658_f,46,14,21
7335,SB27621200,28,14,30
7336,AB84024183,80,14,36
7337,AB88718851_f,28,14,21
7338,AP04894321,98,14,18
7339,MB78259825_f,16,14,21
7340,LB18075632_f,58,14,21
7341,AB70773749_f,14,14,21
7342,AB80276647_f,81,14,21
7343,AB86711669,98,14,24
7344,SB23697584_f,27,14,21
7345,MB93690401,14,14,72
7346,SP04856964_f,14,14,21
7347,KP04899271_f,14,14,21
7348,YP04729139,18,14,4
7349,YP04938238_f,14,14,21
7350,LB17972529_f,28,14,21
7351,SP04816402_f,14,14,21
7352,SB28194930,32,14,36
7353,YB26849203_f,50,14,21
7354,SB27975406,17,14,18
7355,AB73515797,24,14,12
7356,AP04894318_f,49,14,21
7357,YB27087925,54,14,48
7358,MB59815754,14,14,26
7359,YP04797621_f,22,14,21
7360,MB80340719,58,14,36
7361,AB78639571,44,14,20
7362,AB75367891,32,14,12
7363,SB28168144,25,14,100
7364,SB27986194_f,45,14,21
7365,MP04729268_f,18,14,21
7366,YB28178370_f,36,14,21
7367,MB88415581,20,14,24
7368,YP04917603_f,14,14,21
7369,YP04543612,14,14,21
7370,MB81564882,14,14,26
7371,AB93377821_f,67,14,21
7372,SP04785814_f,22,14,21
7373,SB26463605_f,14,14,21
7374,SB28194325,18,14,41
7375,AB93152224_f,25,14,21
7376,SB23696831,29,14,48
7377,MB65830778_f,25,14,21
7378,SB17965358_f,28,14,21
7379,SB27675515,31,14,27
7380,LB17476672,50,14,6
7381,SP04875636,14,14,2
7382,AB91769635_f,36,14,21
7383,SP04926971_f,14,14,21
7384,AB67756643_f,15,14,21
7385,MP04885851,16,14,8
7386,LB16801316,24,14,8
7387,YP04902583,14,14,4
7388,YB28483939_f,15,14,21
7389,AB73110736,71,14,12
7390,SB28206174_f,14,14,21
7391,AB72325810,14,14,10
7392,AP04929981_f,82,14,21
7393,KP04920202,20,14,3
7394,LB17476656_f,65,14,21
7395,AB73113733_f,18,14,21
7396,MB16203668,14,14,72
7397,SP04856973_f,14,14,21
7398,KP04918722_f,14,14,21
7399,LP04894037_f,14,14,21
7400,SP04903690_f,14,14,21
7401,SP04848575_f,18,14,21
7402,MB72097795_f,58,14,21
7403,LB17264567_f,42,14,21
7404,KP04908137,14,14,9
7405,LP04897982,16,14,6
7406,MP04829657,22,14,4
7407,SB19042392,46,14,40
7408,MP04885687,14,14,8
7409,SP04812262,14,14,30
7410,SB27899113_f,24,14,21
7411,MB78347180_f,60,14,21
7412,MB78189568,23,14,24
7413,YP04938232_f,18,14,21
7414,AB93361073_f,76,14,21
7415,SB17964896_f,38,14,21
7416,AB91440158,26,14,6
7417,SP04877946_f,18,14,21
7418,AB72577341_f,59,14,21
7419,SB27621187_f,14,14,21
7420,MB81328523_f,98,14,21
7421,AB90452532,64,14,100
7422,SP04702132_f,14,14,21
7423,SB17962924_f,14,14,21
7424,MB72111024,56,14,24
7425,MB78982464,70,14,20
7426,SB21466623,66,14,24
7427,MB25321094,21,14,39
7428,YP04802779_f,14,14,21
7429,SB17962681,17,14,100
7430,SP04935495_f,14,14,21
7431,SB22846970,22,14,72
7432,SP04863814_f,14,14,21
7433,YP04543612_f,14,14,21
7434,AB69165397,24,14,21
7435,AB70773697,23,14,21
7436,AB74379152,26,14,10
7437,YP04902583_f,14,14,21
7438,LB16801316_f,27,14,21
7439,YP04913541_f,27,14,21
7440,LB17783530,68,14,8
7441,SP04925835,14,14,2
7442,LP04937898,14,14,6
7443,KB15785608_f,18,14,21
7444,AB92549184_f,20,14,21
7445,SP04718347_f,14,14,21
7446,SP04867332,20,14,40
7447,SP04848946_f,14,14,21
7448,MB95046655,14,14,14
7449,MB62754530,98,14,24
7450,AB70773736_f,22,14,21
7451,SB21230969,28,14,110
7452,SB21232022_f,28,14,21
7453,SB21231463,26,14,100
7454,MP04875173_f,18,14,21
7455,MP04704858_f,17,14,21
7456,SB28898168,14,14,40
7457,YB27249640_f,41,14,21
7458,SB21244887_f,14,14,21
7459,YP04802800,22,14,4
7460,MB22357016,69,14,47
7461,AB65672143_f,14,14,21
7462,LB16410969,29,14,6
7463,SB24348010,23,14,70
7464,SP04855940,18,14,10
7465,SB21250732_f,28,14,21
7466,AB72422399_f,14,14,21
7467,YP04703888,18,14,6
7468,SP04668983,18,14,14
7469,MP04885767_f,14,14,21
7470,SB23697610,26,14,48
7471,LB17657352,26,14,12
7472,LP04915413_f,14,14,21
7473,AB93164199,15,14,6
7474,AB74421770_f,14,14,21
7475,YP04914378_f,14,14,21
7476,LB17344432_f,14,14,21
7477,LP04934400_f,14,14,21
7478,LB17657433_f,20,14,21
7479,MB90475878_f,56,14,21
7480,LP04920916,14,14,4
7481,AB93606123_f,49,14,21
7482,SB28886743,18,14,30
7483,AB70773736,24,14,21
7484,YP04747083_f,22,14,21
7485,MB81564989,22,14,26
7486,AB92806539,14,14,12
7487,SP04892128_f,14,14,21
7488,AB74512472_f,14,14,21
7489,YP04734519,14,14,4
7490,SP04768753_f,14,14,21
7491,SB21250732,28,14,96
7492,YP04887658,14,14,4
7493,MP04656543,21,14,4
7494,YP04938246_f,22,14,21
7495,SP04875633_f,14,14,21
7496,YP04938235_f,14,14,21
7497,YP04914385,18,14,2
7498,YB27159785,14,14,24
7499,LB17266028_f,27,14,21
7500,AB93606123,55,14,12
7501,SB27316793,31,14,40
7502,LP04920916_f,14,14,21
7503,YB27249569_f,27,14,21
7504,MB25325841,16,14,37
7505,MB68276834,22,14,39
7506,MB89979673,60,14,48
7507,SP04888613,14,14,15
7508,SP04654984_f,14,14,21
7509,SB28168131_f,21,14,21
7510,SB25133004_f,28,14,21
7511,LB17972545,38,14,60
7512,AP04874459_f,14,14,21
7513,LP04900419,14,14,6
7514,MB25751596_f,16,14,21
7515,YP04785046,18,14,12
7516,LP04894448_f,14,14,21
7517,SP04720098_f,22,14,21
7518,KB14500240_f,64,14,21
7519,SB26952297,28,14,28
7520,SB21238097,28,14,72
7521,KP04866578,18,14,16
7522,LB17476672_f,40,14,21
7523,SB28536941,22,14,25
7524,MB75917856_f,14,14,21
7525,MP04637684,26,14,6
7526,AB92549184,20,14,18
7527,SP04707269,14,14,26
7528,YP04916640_f,14,14,21
7529,MP04885687_f,14,14,21
7530,MB89979408,54,14,42
7531,AB69496118_f,24,14,21
7532,SB27930483,14,14,25
7533,SP04906774,14,14,12
7534,MP04900693_f,14,14,21
7535,AB74360983_f,28,14,21
7536,MB77673130_f,28,14,21
7537,YP04611676_f,14,14,21
7538,SP04901247_f,14,14,21
7539,AB65672211,42,14,21
7540,YP04887658_f,14,14,21
7541,YP04797619_f,18,14,21
7542,YP04847697_f,14,14,21
7543,MP04729270_f,14,14,21
7544,SB17966810_f,14,14,21
7545,KP04920205,21,14,3
7546,LP04921152_f,14,14,21
7547,KB15537513_f,23,14,21
7548,SP04664926_f,14,14,21
7549,AB67756821,18,14,12
7550,AB74453971_f,14,14,21
7551,MP04773150_f,22,14,21
7552,LP04915417,14,14,4
7553,SP04867332_f,20,14,21
7554,LB17868905,70,14,8
7555,SB21238644_f,14,14,21
7556,YB27663226_f,14,14,21
7557,MB74521942_f,38,14,21
7558,MB93684747,27,14,72
7559,LP04946321_f,14,14,21
7560,AP04929985_f,54,14,21
7561,LP04915416_f,14,14,21
7562,SP04847928_f,14,14,21
7563,YP04887675,14,14,4
7564,KB14503441_f,62,14,21
7565,AB93163802_f,14,14,21
7566,SB23696831_f,29,14,21
7567,AB93523824,34,14,17
7568,AB86741383_f,18,14,21
7569,SB27235201,23,14,23
7570,AB74187218,18,14,12
7571,MB65831269,19,14,24
7572,AB74421741_f,22,14,21
7573,SB28137890,28,14,36
7574,LB17328296_f,27,14,21
7575,AB93523811,20,14,16
7576,SB28265869,21,14,26
7577,AB93166087_f,16,14,21
7578,YB27087925_f,56,14,21
7579,MB78256763,15,14,24
7580,SP04813518,14,14,10
7581,AB74421712,15,14,12
7582,SB17964922_f,23,14,21
7583,MB78260092_f,17,14,21
7584,LB17965620_f,60,14,21
7585,AB72190236,59,14,24
7586,AB71756590_f,17,14,21
7587,LP04675735,18,14,3
7588,KP04899273_f,14,14,21
7589,SB27944974_f,14,14,21
7590,SB28269483,36,14,32
7591,MP04864956_f,18,14,21
7592,SP04772167,14,14,8
7593,YB27855380,26,14,40
7594,SB27975419_f,18,14,21
7595,KB16015115_f,38,14,21
7596,AB93523811_f,20,14,21
7597,MB65581205,15,14,19
7598,AB67930401,52,14,21
7599,SB28229478_f,14,14,21
7600,YP04611674_f,14,14,21
7601,MB73485937,64,14,40
7602,SP04903502_f,14,14,21
7603,MB78261208_f,29,14,21
7604,MB16201534,28,14,72
7605,SP04793026,14,14,15
7606,SP04729966_f,14,14,21
7607,MB93685209,36,14,72
7608,SP04934820_f,14,14,21
7609,SP04654984,14,14,15
7610,KP04899271,14,14,6
7611,AB69165384,20,14,21
7612,LB17328296,33,14,6
7613,SB14739134,16,14,21
7614,MB78984637_f,87,14,21
7615,AB93570712_f,56,14,21
7616,SP04906774_f,14,14,21
7617,KP04855422,18,14,6
7618,LB17559052,67,14,24
7619,YP04852856_f,22,14,21
7620,KB15533960_f,28,14,21
7621,SB28265869_f,31,14,21
7622,MB21806225_f,14,14,21
7623,MB65497632_f,31,14,21
7624,AB67756410,22,14,21
7625,YP04734540_f,13,13,21
7626,KP04780042_f,13,13,21
7627,SP04583350,13,13,10
7628,KB15743307,48,13,24
7629,MB59816287_f,13,13,21
7630,SB28013752,17,13,30
7631,SP04782128,13,13,5
7632,MB68277037_f,25,13,21
7633,YB27663226,13,13,14
7634,AP04743278_f,25,13,21
7635,MB77673376_f,22,13,21
7636,SP04664520_f,13,13,21
7637,SP04668983_f,17,13,21
7638,MB72108532_f,52,13,21
7639,KB12806920,56,13,9
7640,MB25334515_f,32,13,21
7641,KB16240032,30,13,34
7642,LP04865040_f,13,13,21
7643,YB28178406_f,48,13,21
7644,SB27924651,13,13,19
7645,MB78318290,30,13,20
7646,MB24616739_f,47,13,21
7647,AB74422106_f,46,13,21
7648,LB17476711_f,45,13,21
7649,LB17264664,26,13,6
7650,LP04862493,13,13,6
7651,SB27610392,24,13,25
7652,SP04849455,13,13,2
7653,AB72218260_f,36,13,21
7654,SP04805511_f,13,13,21
7655,AB93163815_f,13,13,21
7656,LP04921172_f,22,13,21
7657,AB72577464,53,13,43
7658,MB60390886,13,13,27
7659,AB88718987_f,21,13,21
7660,AB91097336,13,13,12
7661,KB15384821,28,13,6
7662,MP04878233_f,17,13,21
7663,SP04904811,13,13,2
7664,YP04914376_f,13,13,21
7665,SB17965138,32,13,68
7666,AB91438717,48,13,10
7667,AB68777553_f,26,13,21
7668,SB28790541_f,37,13,21
7669,SP04706160_f,13,13,21
7670,SP04773837_f,13,13,21
7671,KP04926963,17,13,4
7672,SP04583347,13,13,10
7673,AB84680394_f,20,13,21
7674,MP04904865,13,13,4
7675,SB25133114,30,13,36
7676,AB67927692_f,27,13,21
7677,AB72962105_f,13,13,21
7678,SB26964243_f,31,13,21
7679,SB21250981_f,13,13,21
7680,SB22641696_f,26,13,21
7681,SB23717037_f,41,13,21
7682,AB72733101,30,13,12
7683,SB26042660_f,16,13,21
7684,SP04812260_f,13,13,21
7685,SB24348214_f,23,13,21
7686,SP04702131_f,21,13,21
7687,LB17783352_f,53,13,21
7688,KB16185715_f,62,13,21
7689,SP04877947_f,13,13,21
7690,SP04671111,13,13,4
7691,AB71602518_f,29,13,21
7692,YP04917606,17,13,4
7693,YP04938251,13,13,8
7694,YB28362089,38,13,33
7695,SP04810711,13,13,24
7696,SB28535942_f,26,13,21
7697,AB72325823,17,13,10
7698,LB16733549_f,38,13,21
7699,AB90544958_f,52,13,21
7700,SP04863814,13,13,2
7701,LB16528631,24,13,6
7702,YB26255839_f,17,13,21
7703,SB27944990,37,13,25
7704,KB15605348_f,26,13,21
7705,SB14739147_f,15,13,21
7706,AB88717263,16,13,15
7707,MB69427750_f,14,13,21
7708,MB81670132_f,34,13,21
7709,MP04885851_f,16,13,21
7710,YB28483900_f,13,13,21
7711,SB21252222_f,42,13,21
7712,KP04845393_f,13,13,21
7713,SP04860257,17,13,36
7714,MB78260474_f,18,13,21
7715,SB17963428,13,13,80
7716,SB23697490,22,13,48
7717,SB27975422,15,13,18
7718,YP04550477_f,22,13,21
7719,LP04862493_f,13,13,21
7720,LB17873518,55,13,24
7721,KP04920206_f,21,13,21
7722,MP04549051,13,13,12
7723,KP04899276_f,13,13,21
7724,MP04549059,17,13,20
7725,AB68459185,30,13,21
7726,SP04784457,18,13,24
7727,YP04887652_f,13,13,21
7728,AB86743611,17,13,6
7729,MB78318326_f,29,13,21
7730,YB27663161_f,25,13,21
7731,SP04849459_f,13,13,21
7732,MP04856368_f,17,13,21
7733,YP04797642,13,13,4
7734,SP04889753,13,13,13
7735,AB88673886_f,30,13,21
7736,SB28886743_f,13,13,21
7737,MB74522022,66,13,60
7738,MB81564882_f,13,13,21
7739,AB68777472_f,13,13,21
7740,LB16532902,26,13,12
7741,MB25325825_f,13,13,21
7742,YP04863398_f,13,13,21
7743,AB86743611_f,17,13,21
7744,SB28194901,27,13,36
7745,AB73113487,23,13,20
7746,AB65672185,23,13,21
7747,LB16211359,30,13,21
7748,YP04913575_f,29,13,21
7749,AB68462981_f,23,13,21
7750,AB74421754_f,15,13,21
7751,SP04794940,13,13,38
7752,LP04862501_f,17,13,21
7753,AB84024125_f,77,13,21
7754,MP04704723_f,64,13,21
7755,SP04888567,13,13,15
7756,AB74483459_f,13,13,21
7757,YP04917535_f,13,13,21
7758,YB25027372_f,33,13,21
7759,SP04671109,13,13,4
7760,AB80325404,26,13,6
7761,AB93167675_f,21,13,21
7762,SP04825556_f,13,13,21
7763,SP04837734_f,13,13,21
7764,AB88717043_f,37,13,21
7765,AB88714826,51,13,18
7766,YB28178396_f,44,13,21
7767,AB74512498,13,13,14
7768,SP04769213_f,13,13,21
7769,SB22626174,31,13,21
7770,AB72167654,20,13,6
7771,KP04843640,13,13,10
7772,MP04885848,15,13,8
7773,YP04761815,13,13,8
7774,SB22244310_f,18,13,21
7775,AB90544990_f,56,13,21
7776,SB17965743,34,13,90
7777,SP04890875_f,13,13,21
7778,SB23697429_f,32,13,21
7779,SP04597770,13,13,6
7780,SB27621190_f,13,13,21
7781,SB28269551,16,13,21
7782,AB71602550_f,29,13,21
7783,SB22847115,26,13,84
7784,SP04877445,17,13,8
7785,MP04773138_f,13,13,21
7786,MP04380336,13,13,21
7787,MB89981179_f,56,13,21
7788,SP04671110_f,13,13,21
7789,AB71068275,24,13,21
7790,MP04875171_f,13,13,21
7791,SP04695290_f,21,13,21
7792,LP04900412_f,13,13,21
7793,KP04918729,13,13,2
7794,MP04673471_f,13,13,21
7795,LB17662871,19,13,24
7796,MB25323830,13,13,34
7797,AB86743459,13,13,6
7798,SB26996567_f,23,13,21
7799,AB84679512_f,71,13,21
7800,AB67927595_f,16,13,21
7801,SB24348049_f,14,13,21
7802,AB72325328,19,13,10
7803,MP04616726,13,13,3
7804,LB17354215,53,13,48
7805,MP04911970_f,13,13,21
7806,AB93167264,13,13,6
7807,AP04642052,13,13,6
7808,SP04784451_f,15,13,21
7809,SB28194435_f,21,13,21
7810,SB21252167,13,13,104
7811,AB88714952,21,13,18
7812,LB16532766_f,28,13,21
7813,MP04885850,17,13,8
7814,AB70574184,26,13,24
7815,SB28267935_f,13,13,21
7816,SP04860258,17,13,36
7817,YP04916640,13,13,8
7818,MB65830749_f,23,13,21
7819,YP04802800_f,21,13,21
7820,AB93166074_f,13,13,21
7821,LP04915418_f,13,13,21
7822,AB71601768,13,13,5
7823,MB70165030_f,27,13,21
7824,SB17962681_f,13,13,21
7825,MP04656542_f,16,13,21
7826,SP04800181,13,13,22
7827,MP04856353_f,13,13,21
7828,SP04825554_f,13,13,21
7829,SP04898844_f,13,13,21
7830,AB91440158_f,24,13,21
7831,MB90475878,52,13,48
7832,SB17962898,26,13,100
7833,SP04915442_f,13,13,21
7834,AB71068275_f,24,13,21
7835,AB71577151_f,13,13,21
7836,LP04900408_f,13,13,21
7837,AB74422083_f,30,13,21
7838,AB73112404_f,16,13,21
7839,AB93523824_f,32,13,21
7840,KB14503441,61,13,12
7841,LP04937898_f,13,13,21
7842,SP04784451,18,13,17
7843,MB86925439_f,26,13,21
7844,SP04837733,17,13,2
7845,AP04930581_f,55,13,21
7846,LB17814865_f,36,13,21
7847,SB28014256_f,32,13,21
7848,SB28400255_f,29,13,21
7849,LB16459085_f,21,13,21
7850,MB80341912,65,13,36
7851,YP04914376,13,13,2
7852,SB22642349,29,13,21
7853,MP04885850_f,13,13,21
7854,SB23697539_f,22,13,21
7855,KP04922192,13,13,2
7856,AB80296630,13,13,12
7857,LB17129576,47,13,20
7858,AB86743404_f,13,13,21
7859,KB16015157,26,13,24
7860,LB16459108,25,13,12
7861,YP04847666,13,13,100
7862,MB29663884_f,38,13,21
7863,SB27049604_f,20,13,21
7864,AB73516440,13,13,12
7865,AB74379178,22,13,10
7866,SP04805255_f,13,13,21
7867,AP04894313_f,59,13,21
7868,SP04934804_f,25,13,21
7869,YP04734503_f,21,13,21
7870,LB17722627_f,15,13,21
7871,SP04877945_f,13,13,21
7872,SP04916760_f,17,13,21
7873,SB23716290,38,13,60
7874,AB86741859_f,16,13,21
7875,KB16218145_f,93,13,21
7876,AB87684779,33,13,36
7877,KP04935651_f,21,13,21
7878,SP04913578_f,21,13,21
7879,LP04862499_f,13,13,21
7880,SB17967482,13,13,28
7881,AB88717467,84,13,17
7882,SP04664926,13,13,10
7883,LB18057281,28,13,8
7884,LB16675791,24,13,4
7885,AB65672363,13,13,21
7886,LB17868947_f,65,13,21
7887,LB16528725_f,30,13,21
7888,SP04793025,13,13,15
7889,SP04597770_f,13,13,21
7890,MP04911971,13,13,4
7891,AB72962325_f,40,13,21
7892,SP04816401,13,13,12
7893,YP04611678_f,13,13,21
7894,SP04625586_f,13,13,21
7895,MP04875176,13,13,4
7896,LP04897984,13,13,6
7897,AB93166171_f,13,13,21
7898,SB22244255,38,13,30
7899,MP04814182,13,13,6
7900,YB27249459_f,29,13,21
7901,AB68777728,13,13,12
7902,YP04914385_f,21,13,21
7903,LP04915421,13,13,4
7904,SP04706158,13,13,10
7905,SP04905621_f,13,13,21
7906,LB17925712_f,26,13,21
7907,SB17969451_f,18,13,21
7908,AB88717250_f,34,13,21
7909,MB74519792,32,13,17
7910,SP04906778_f,17,13,21
7911,SP04628915_f,13,13,21
7912,AP04581372_f,31,13,21
7913,AB73112462_f,20,13,21
7914,MP04773151_f,13,13,21
7915,MB78255094,20,13,30
7916,SB26952307_f,22,13,21
7917,SB14739118_f,13,13,21
7918,AB72046542_f,22,13,21
7919,SP04707191_f,13,13,21
7920,AB93293264,15,13,12
7921,LB16487057_f,19,13,21
7922,SB28014272,13,13,25
7923,SP04747984,21,13,21
7924,AB88112790,91,13,24
7925,SP04676616_f,17,13,21
7926,KB15989530_f,52,13,21
7927,AB92806513,21,13,12
7928,SB26964243,28,13,54
7929,AB72422357_f,24,13,21
7930,SP04875628_f,13,13,21
7931,AB84585745,72,13,48
7932,AB74422135,23,13,12
7933,SB21253247,30,13,72
7934,SP04856973,13,13,8
7935,SP04785909_f,13,13,21
7936,MB68276834_f,19,13,21
7937,SP04733567_f,21,13,21
7938,MP04875171,13,13,2
7939,YP04802801,13,13,4
7940,YP04795539_f,13,13,21
7941,SB24348036_f,25,13,21
7942,SP04583047_f,13,13,21
7943,MB77673130,23,13,24
7944,SP04816401_f,13,13,21
7945,MP04604564,16,13,4
7946,AB90959860,20,13,12
7947,MB65236026,31,13,50
7948,SB22847115_f,26,13,21
7949,AB86741655,13,13,10
7950,MP04641999,13,13,4
7951,AP04929985,46,13,24
7952,SB22846983_f,26,13,21
7953,KB15605364_f,22,13,21
7954,LB17783514,59,13,8
7955,LB17023478,14,13,4
7956,AB93256023_f,58,13,21
7957,SB23716216_f,46,13,21
7958,MB84047254_f,24,13,21
7959,SP04784453_f,15,13,21
7960,SB21235362_f,13,13,21
7961,MB78318290_f,26,13,21
7962,SP04625586,13,13,30
7963,SB27621213_f,34,13,21
7964,YP04925434,13,13,2
7965,LB17475819,38,13,6
7966,MB72097342,52,13,24
7967,SP04541174,17,13,10
